comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
1514,Rev Clayton Senior Apts / Macedonia,50.0,age,Ocean Inc / Ocean Community Economic Action Now,"40 Washington St, Toms River 08753",OCEAN INC.,tax credit,8701.0,(732) 730-1374
1516,Habitat for Humanity,10.0,,Little Egg Harbor Township,"665 Radio Rd, Little Egg Harbor 08087",Little Egg Harbor Township (leht.com),MtL,8087.0,(609) 296-7241
1516,Harbor House / Willows at Harbor House,36.0,family,Ingerman Properties,"5 Powell Ln, Collingswood 08108",The Willows at Harbor House | The Willows (livewillows.com),MtL,8087.0,(609) 294-0439
1516,Park Plaza Senior Apts,61.0,age,Michaels Organization / Interstate Realty Mgt,"3 E Stow Rd, ste 100, Marlton 08053","Apartments for Rent in Little Egg Harbor, NJ | Park Plaza Apartments - Home (liveatparkplazaapt.com)",MtL,8087.0,(609) 286-7305
1516,Royal Timbers Apts,103.0,family,Century Pacific,"9401 Wilshire Blvd, Beverly Hills, CA 90212",Royal (cphousing.com),tax credit,8087.0,(609) 296-0265
1516,Willows  at Little Egg Harbor,56.0,family,Ingerman Properties,"5 Powell Ln, Collingswood 08108",The Willows at Little Egg Harbor | The Willows (livewillows.com),MtL,8087.0,(609) 803-2169
1518,Autumn Ridge at Manchester,17.0,family,NJ HMFA HAS,,New Jersey Housing and Mortgage Finance Agency | New Jersey Housing Affordability Service (HAS) (nj.gov),MtL,8759.0,(609) 278-7587
1518,Birchwood at Whiting,76.0,age,Ingerman Properties,"5 Powell Ln, Collingswood 08108",Birchwood at Whiting | Birchwood (livebirchwood.com),MtL,8759.0,(732) 936-6196
1518,Heritage at Whiting,69.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Affordable Senior Housing Community | Springpoint Senior Living (springpointsl.org),MtL,8759.0,(732) 350-2426
1518,Manchester Pines,84.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Affordable Senior Housing Community | Springpoint Senior Living (springpointsl.org),MtL,8759.0,(732) 350-1300
1518,Manchester Senior Housing / Heritage at Whiting,70.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Contact Springpoint Senior Living | Springpoint Senior Living (springpointsl.org),HMFA,8759.0,(732) 430-3650
1518,Manchester single-family homes,3.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8757.0,(609) 664-2769
1518,Manchester Village,57.0,family,Conifer Realty LLC,"20000 Horizon Way, ste 180, Mount Laurel 08054",Manchester Village Apartments - Conifer Realty LLC (coniferllc.com),MtL,8759.0,(732) 408-9844
1518,Ocean County ARC group homes,9.0,special,Ocean County ARC,"815 Cedarbridge Av, Lakewood 08701","The Arc, Ocean County Chapter | Donate or Volunteer to Support People with Disabilities | Lakewood, NJ (arcocean.org)",MtL,8759.0,(732) 363-3335
1518,Presbyterian Homes at Manchester / Manchester Pines,84.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Senior Living Communities in NJ & DE | Springpoint Senior Living (springpointsl.org),MtL,8759.0,(609) 987-8900
1518,SERV group homes,7.0,special,SERV Behavioral Health Systems Inc,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),MtL,8759.0,(609) 406-0100
1520,Birchwood at Waretown / Waretown Senior Housing LLC,76.0,age,Ingerman Properties,"5 Powell Ln, Collingswood 08108",Birchwood at Waretown | Birchwood (livebirchwood.com),MtL,8758.0,(609) 607-6560
1520,Cornerstone at Waretown,54.0,family,Walters Group Apts,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Cornerstone At Waretown - Walters Group Apartments,MtL,8758.0,(609) 693-0500
1520,Ocean Point Plaza,2.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8758.0,(609) 664-2769
1520,Tradewinds at Waretown,29.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8758.0,(609) 664-2769
1522,21 Plus group home,5.0,special,21 Plus Inc,"1900 Rte 90, ste 12, Manchester 08759",Home | 21 Plus,MtL,8741.0,(732) 240-3118
1524,Angies House,4.0,special,Ocean Housing Alliance Inc,"605 Bay Av, Point Pleasant Beach 08742",Ocean Housing Alliance,MtL,8742.0,(732) 899-2277
1524,Point Pleasant Borough housing rehab,6.0,special,Point Pleasant Borough,"2233 Bridge Av, Point Pleasant 08742",Home - Borough of Point Pleasant (ptboro.com),MtL,8742.0,(732) 892-3434
1525,Ocean Housing Alliance Inc special needs housing,22.0,special,Ocean Housing Alliance Inc,"605 Bay Av, Point Pleasant Beach 08742",Ocean Housing Alliance,MtL,8742.0,(732) 899-2277
1525,Sea Shell supportive housing ,7.0,special,Triple C Housing,"1520 US 130, ste 201, North Brunswick 08902",Housing | Triple C Housing,MtL,8742.0,(732) 658-6636
1525,Triton House,16.0,special,,,,MtL,8742.0,(732) nan
1526,Cornerstone at Seaside Heights,91.0,age,Walters Group,"500 Barnegat Blvd, bld 100, Barnegat 08005",Cornerstone At Seaside Heights - Walters Group Apartments,MtL,8751.0,(732) 930-0100
1530,Cedar Run Apts 1 & 2,72.0,age,Maplewood / Millstream Apts,,,MtL,8092.0,(732) 723-4666
1530,Community Options Inc group homes 1 & 2,6.0,special,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",MtL,8050.0,(609) 951-9900
1530,Cornerstone at Grassy Hollow,94.0,family,Walters Group Apts,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Cornerstone At Grassy Hollow - Walters Group Apartments,MtL,8050.0,(609) 978-4499
1530,Cornerstone at Stafford,100.0,age,Walters Group,"500 Barnegat Blvd, bld 100, Barnegat 08005",Cornerstone At Stafford - Walters Group Apartments,MtL,8050.0,(609) 597-0300
1530,Ocean Acres / Homes Now,11.0,family,Homes Now Inc,"2141 Rte 88, ste 1, Brick 08724",,MtL,8050.0,(732) 295-7380
1530,Ocean County housing rehab,3.0,,Stafford Township,"260 E Bay Av, Manahawkin 08050","Stafford Township, NJ | Official Website (staffordnj.gov)",MtL,8050.0,(609) 597-1000
1530,Perrys Lake mobile home park,46.0,family,,,,MtL,8050.0,(609) 597-7771
1530,Pine Crest Village mobile home park,46.0,age,,,,MtL,8050.0,(609) 597-6602
1530,Stafford by the Bay / Presbyterian Homes,84.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Senior Living Communities in NJ & DE | Springpoint Senior Living (springpointsl.org),HUD,8050.0,(609) 489-0809
1530,Stafford Park Family Apts,112.0,family,Walters Group Apts,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Stafford Park Apartments - Walters Group Apartments,HMFA,8050.0,(609) 597-3000
1530,Stafford single-family homes,9.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8050.0,(609) 664-2769
1530,Summerville at Stafford assisted living,5.0,age,,,,MtL,8050.0,(609) 225-4182
1532,Harbor View Plaza,50.0,family,,,,HUD,8087.0,(609) 296-3332
1533,Barnegat housing rehab,11.0,,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Barnegat special needs housing,5.0,special,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Blue Claw Estates,3.0,,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Community Options Inc group home,1.0,special,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",MtL,8005.0,(609) 951-9900
1533,Cornerstone at Barnegat / Barnegat Senior Apts,70.0,age,Walters Group,"500 Barnegat Blvd, bld 100, Barnegat 08005",Cornerstone At Barnegat - Walters Group Apartments,HUD,8005.0,(609) 607-5526
1533,Emerald Terrace Apts,32.0,age,Ocean Inc / Ocean Community Economic Action Now,"40 Washington St, Toms River 08753",OCEAN INC.,USDA,8005.0,(732) 244-5333
1533,Independence Place condominiums,8.0,family,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Laurel Oaks Family Apts 1,70.0,family,Walters Group,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Laurel Oaks Apartments - Walters Group Apartments,HMFA,8005.0,(609) 607-8800
1533,Laurel Oaks Family Apts 2,24.0,family,Walters Group,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Laurel Oaks Apartments - Walters Group Apartments,HMFA,8005.0,(609) 607-8800
1533,Lighthouse Village / Lighthouse Manor condominiums,26.0,family,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Manors at Freedom Hills,15.0,family,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8006.0,(609) 494-4836
1533,Mirage at Barnegate / Four Seasons at Mirage,32.0,age,,,Contact Us (mirageatbarnegat.com),MtL,8005.0,(609) 607-1500
1533,Ocean Breeze,56.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8050.0,(609) 664-2769
1533,Ocean Mental Health Services group home 2005,5.0,special,Bright Harbor Health Care,"687 Atlantic City Blvd, Bayville 08721",Bright Harbor Healthcare | Counseling and Mental Health Services,HUD,8005.0,(732) 349-5550
1533,Patriots Cove,46.0,family,Pennrose Properties,"1301 N 31st St, Phila 19121",Patriots Cove (pennrose.com),HMFA,8005.0,(609) 207-3039
1533,Tedesco homes,2.0,,Barnegat Township,"900 W Bay Av, Barnegat 08005",Barnegat Township New Jersey,MtL,8005.0,(609) 698-0080
1533,Whispering Hills Apts,52.0,family,Walters Group,"500 Barnegat Blvd, bldg 100, Barnegat 08005",Whispering Hills Apartments - Walters Group Apartments,HMFA,8005.0,(609) 607-8800
1601,Avalon at Bloomingdale,9.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7403.0,(609) 664-2769
1601,Mountain Ridge,6.0,family,"Community Grants, Housing, & Planning (CGH&P)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7403.0,(609) 664-2769
1602,Clifton City Rental Assistance,,,Clifton Rental Assistance,"City Hall, 900 Clifton Av, Clifton 07013",Affordable Housing | Clinton NJ,PHA,7063.0,(973) 470-5846
1602,Catherine Rowe transitional housing,20.0,special needs,Paterson Coalition for Housing Inc,"2 Broadway, Paterson 07505","Catherin Rowe Commons - Social Services, Welfare - 62 Trenton Ave (hub.biz)",HMFA,7011.0,(973) 546-8825
1602,Center for Family Support group home,4.0,special,Center for Family Support of NJ Inc,"205 Robin Rd, Ste 122, Paramus 07652",New Jersey Programs and Services | CFSNY,MtL,,(201) 262-4021
1602,Clifton adult opportunity center,5.0,special,"Clifton  City, adult center","900 Clifton Av, Clifton 07013","Clifton, NJ | Official Website (cliftonnj.org)",MtL,7011.0,(973) 777-7114
1602,Clifton home improvement program / CHIP,60.0,,Clifton City,"900 Clifton Av, Clifton 07013","Clifton, NJ | Official Website (cliftonnj.org)",MtL,,(973) 470-5800
1602,Clifton Main Mews,50.0,family,Regan Development,"1055 Saw Mill River Rd, Ardsley, NY 10502",Clifton Main Mews | Regan Development,HMFA,7011.0,(973) 304-5134
1602,Clifton special needs housing,2.0,special,Clifton City,"900 Clifton Av, Clifton 07013","Clifton, NJ | Official Website (cliftonnj.org)",MtL,7013.0,(973) 470-5800
1602,Collaborative Support group homes,6.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold 07728",Home - CSPNJ,MtL,7013.0,(732) 780-1175
1602,Daughters of Miriam 1 / Brower Apts / Hazel St Senior Apts,108.0,age,,,"Daughters of Miriam Center | Clifton, NJ (alternativesforseniors.com)",HUD,7011.0,(973) 772-9383
1602,Daughters of Miriam 2 / Esther & Sam Swartz Senior Apts,150.0,age,,,,HUD,7011.0,(973) 772-9383
1602,Evergreen Manor / Clifton Senior Housing,202.0,age,Crest Management ,"50 Mount Prospect Av, ste 100, Clifton NJ","Evergreen Manor, 50 Sade St, Clifton, NJ 07013 | PublicHousing.com",HUD,7013.0,(973) 731-0701 / 778-0542
1602,Horizons at Scales Plaza 1,103.0,age,Regan Development,"1055 Saw Mill River Rd, Ardsley, NY 10502",Horizons at Scales Plaza | Regan Development,HMFA,7012.0,(973) 777-1527
1602,Horizons at Scales Plaza 2,104.0,age,Regan Development,"1055 Saw Mill River Rd, Ardsley, NY 10502",Horizons at Scales Plaza | Regan Development,HMFA,7012.0,(973) 777-1527
1602,Horizons at Scales Plaza 3 / Senior Horizons at Clifton,126.0,age,Regan Developers,"Ardsley, NY, y, NY 10502le, NY 10502",Horizons at Scales Plaza | Regan Development,HMFA,7013.0,(973) 594-0058
1602,Mill on Main,92.0,family,Regan Developers,"Ardsley, NY, y, NY 10502le, NY 10502",The Mill On Main | Regan Development,tax credit,7011.0,nan nan
1602,Murray House,5.0,special,"Catholic Charities, Paterson","777 Valley Rd, Clifton 07013","Department for Persons with Disabilities - Catholic Charities, Diocese of Paterson - Clifton, New Jersey (ccpaterson.org)",MtL,7012.0,(973) 406-1100
1603,Haledon consumer group home,4.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold  08977",CSPNJ,HUD,7508.0,(732) 780-1175
1604,Hawthorne Heights / NJCD supportive housing,12.0,special,New Jersey Community Development Corp,"32 Spruce St, Paterson 07501",NJCDC,MtL,,(973) 413-1600
1604,Van Dyk Health Care at  Park Place assisted living,8.0,age,Van Dyke Park Place,,,MtL,7450.0,(973) 413-1604
1606,Eastern Christian childrens retreat 1 & 2,6.0,special,Eastern Christian Childrens Retreat,"700 Mountain Av, Wykoff 07481",,MtL,7508.0,(201) 848-8005
1606,Lakeside at North Haledon,54.0,family,Rehabco Inc,"470 Mantoloking Rd, Brick 08723",Lakeside at North Haledon (lakesidenorthhaledon.com),MtL,7508.0,(973) 427-3221
1606,Molly Brook on Belmont,5.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Molly Brook on Belmont | Piazza & Associates Inc. (piazzanj.com),MtL,7508.0,(609) 786-1100
1607,Passaic Housing Authority,,,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6330
1607,Boulevard Senior Housing,187.0,age,CCM LLC,"1 Portland Sq, ste 6A, Portland ME 04101",,HMFA,7055.0,(973) 471-7449
1607,Chestnut Gardens,70.0,family,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6778
1607,Chestnut Homes,75.0,age,Longstreet Development Corp,"9 Mill St, Paterson 07051",Longstreet Development,HMFA,7055.0,(973) 773-9491
1607,Garden Bldg / Garden Vista at Passaic,40.0,age,Garden Howe Urban Renewal LP,"29-31 Howe Av, Passaic 07055",,HMFA,7055.0,(973) 632-6775
1607,Garden Bldg / Garden Vista Senior Housing,40.0,age,,,,tax credit,7055.0,(973) 632-6775
1607,Harry K Hecht Apts,50.0,age,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6772
1607,Highview Terrace Apts,58.0,age,Richman Group,"570 Taxter Rd, ste 240, Elmsford, NY 10523",The Richman Group | America's 7th Largest Rental Apartment Owner,HMFA,7055.0,(973) 778-6177
1607,John J Murphy Apts,50.0,age,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6772
1607,Maurice J Miller Apts,30.0,age,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6772
1607,Monroe St Apts,14.0,family,,,,MtL,7055.0,(973) 471-5273
1607,Monsignor Joseph R Bristel Residence / Riese St Marys,95.0,age,,,,HUD,7055.0,(973) 778-0430
1607,Passaic  City group home,4.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold  08977",CSPNJ,HUD,7055.0,(732) 780-1175
1607,Passaic City housing rehab,23.0,,"Passaic City, housing","330 Passaic St, Passaic 07055","Passaic, NJ | Official Website (cityofpassaic.com)",MtL,7055.0,(973) 365-5615
1607,Speer Village,384.0,family,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6330
1607,Vreeland Village,116.0,family,Passaic Housing Authority,"52 Aspen Pl, Passaic 07055",Housing Authority of the City of Passaic (passaichousing.org),PHA,7055.0,(973) 365-6778
1607,YMCA single room occupancy,100.0,special,,,,tax credit,7055.0,(973) 777-0123
1608,Paterson Housing Authroity,,,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7505.0,(973) 345-5080
1608,108-10 N Main St Apts / Paterson Hope 98 urban renewal,4.0,family,Roizman Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7522.0,(973) 942-8238
1608,14 Van Houten St / Paterson Hope 98 urban renewal,40.0,family,Roizmain Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7505.0,(973) 279-9993
1608,169-85 Sherman Av Apts,33.0,family,RMG Group,"30 2nd St, ste 107, Hackensack 07601","The RMG Group | Property Management, Apartment Living in New Jersey (thermggroupllc.com)",MtL,7502.0,(201) 250-8703
1608,288 Rosa Parks Blvd Apts,60.0,family,Kiwi Realty / Seale & Assoc Realtors,"295 Newark Av, Jersey City 07514",,MtL,7052.0,(973) 754-9263
1608,44 N Main St Apts / Paterson Hope 98 urban renewal,10.0,family,Roizmain Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7501.0,(973) 942-6057
1608,Acorn Apts / 114-24 Straight St Apts,50.0,family,Acorn NJ,"One Metro Tech North, 11th fl, Brooklyn, NY 11201",,HMFA,7501.0,(973) 279-3335
1608,Alexander Hamilton 1,80.0,family,Pennrose Property,"1301 N 31st St, Phila 19121",Heritage at Alexander Hamilton (pennrose.com),tax credit,7513.0,(973) 836-5077
1608,Alexander Hamilton 2,50.0,family,Pennrose Property,"1301 N 31st St, Phila 19121",Heritage at Alexander Hamilton (pennrose.com),tax credit,7513.0,(973) 836-5077
1608,Alexander Hamilton 3,50.0,family,Pennrose Property,"1301 N 31st St, Phila 19121",Heritage at Alexander Hamilton (pennrose.com),tax credit,7513.0,(973) 836-5077
1608,Aspen Hamilton Apts,68.0,family,,,,HUD,7514.0,(973) 345-9764
1608,Belmont Senior Apts,85.0,age,Roizman Associates,"832 Germantown Pk, ste 5 Plymouth Meeting PA 19462","Belmont Apartments | Paterson, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7522.0,(973) 904-9600
1608,Belmont Towers,42.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07025",Home - The Alpert Group,tax credit,7522.0,(973) 624-0133
1608,Brick Residence / Reise Madison / Maurice J Brick,92.0,age,Reise Madison Park Inc,"70 Dey St, Paterson 07503",,HMFA,7503.0,(973) 684-3469
1608,Calvary Baptist,20.0,family,Calvary Baptist Church,"575 E 18th St, Paterson 07514-2693",Calvary Baptist Church | Since 1879 (cbcpaterson.org),MtL,7514.0,(973) 278-1846
1608,Carroll St Apts 1,16.0,family,Cervelli Real Estate & Prop Mgt,"1 Marine Plaza, ste 304, North Bergen 07047",Cervelli Real Estate & Property Management – Brokerage • Property Management • Consulting (realestatenj.com),HUD,7501.0,(201) 868-6300
1608,Carroll St Apts 2 / 180-4 Carroll St,7.0,family,St Pauls Episcopal Chuch,"451 Van Houten St, Paterson 07501",,MtL,7501.0,(973) 278-7900
1608,Chestnut Housing,76.0,family,Longstreet Development Corp,"9 Mill St, Paterson 07501",Longstreet Development,tax credit,7501.0,(973) 773-9491
1608,Christopher Hope Apts 1 / Columbus Homes,98.0,family,Roizman Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7522.0,(973) 904-3343
1608,Christopher Hope Apts 2 / Columbus Homes,36.0,family,Roizman Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7522.0,(973) 904-3343
1608,Christopher Hope Apts 4 /Chrisopher Columbus 4,40.0,,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7505.0,(973) 345-5080
1608,Colt Arms Apts,206.0,age,Colt Assoc,"36 S Main St, Pleasantville 08232",,HMFA,7501.0,(973) 279-1466
1608,Congdon Mill Apts / Gen Joseph Congdon Mill,66.0,family,Longstreet Development Corp,"9 Mill St, Paterson 07501",Longstreet Development,tax credit,7505.0,(973) 773-3233
1608,Cooke Mill / Cooke Bldg / 21 Mkt St,34.0,family,Longstreet Development Corp,"9 Mill St, Paterson 07051",Longstreet Development,HMFA,7501.0,(973) 684-0678
1608,Dr Andrew McBride Residence,96.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7501.0,(973) 345-5080
1608,Dr Norman Cotton Residence,112.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7501.0,(973) 345-5080
1608,Essex Phoenix Mills / Great Falls,145.0,family,Great Falls Historic Hsg Assoc,"423 W 55th St, 9th fl, NY, NY 10019","Essex Phoenix Mills | Paterson, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7501.0,(973) 523-5501
1608,Evas Village Apts,50.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",Paterson Commons I - The Alpert Group,tax credit,7501.0,(973) 523-6220
1608,Federation Senior Apts,143.0,age,Jewish Community Housing Corp,"50 Eisenhower Dr, Paramus 07652",,HMFA,7514.0,(973) 881-8141
1608,Freedom Village 1 & 2 / Apollo Dye Senior Apts ,133.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Freedom Village (pennrose.com),PHA,7501.0,(973) 968-6892
1608,Godwin Towers ,49.0,family,Alexa Mgt,"9 Mill St, Paterson 07501",Longstreet Development,tax credit,7501.0,(973) 773-3233
1608,Gordan Caufield Plaza Residence,100.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",,PHA,7505.0,(973) 345-5080
1608,Gov Paterson Towers 1 / William Levine,63.0,age,Riese Corp / Marzulli Real Estate,"264 Belleville, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HUD,7501.0,(973) 279-9262
1608,Gov Paterson Towers 2 / Ralph DeBiero,31.0,age,Riese Corp / Marzulli Real Estate,"264 Belleville, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HUD,7501.0,(973) 279-9262
1608,Gov Paterson Towers 3 / Murray Bisgaier,201.0,age,Riese Corp / Marzulli Real Estate,"264 Belleville, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HMFA,7501.0,(973) 279-9262
1608,Hamilton Square Apts,68.0,family,Alexa Mgt,"9 Mill St, Paterson 07501",Longstreet Development,tax credit,7501.0,(973) 773-3233
1608,Harborside 1 supportive housing,8.0,special,St Josephs University Medical Center,"703 Main St, Paterson 07503",St. Joseph’s Regional Medical Center (stjosephshealth.org),HUD,7503.0,(973) 754-4674
1608,Harborside 2 independent living,4.0,special,St Josephs University Medical Center,"703 Main St, Paterson 07503",St. Joseph’s Regional Medical Center (stjosephshealth.org),HUD,7503.0,(973) 754-4674
1608,Heritage at Alexander Village,180.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Heritage at Alexander Hamilton (pennrose.com),PHA,7513.0,(973) 836-5077
1608,Housing Horizons at Paterson,52.0,family,Regan Development,"1055 Saw Mill Ste 602, Ardsley NY 10502","Housing Division / Paterson, New Jersey (patersonnj.gov)",MtL,,(973) 321-1600
1608,INCCA / Carroll St,88.0,family,Carroll St Hsg Corp,"320 E 22nd St, Paterson 07514",Home - VMC Management (vmcmgmt.com),HMFA,7501.0,(973) 523-7273
1608,Jay Sullivan Court,12.0,family,Blue Assest Mgt LLC,"2282 Hamburg Tpke, Wayne 07470",,HUD,7501.0,(973) 835-1400
1608,Jefferson St Apts / Paterson Hope 98 urban renewal,11.0,family,Roizmain Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7522.0,(973) 942-6765
1608,Jospeh Masiello Residence,188.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7509.0,(973) 345-5080
1608,JP Affordable Housing,20.0,,,,,MtL,,nan nan
1608,Kathys Court Apts / Paterson Hope 98 urban renewal,69.0,family,Roizman Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7501.0,(973) 345-2111
1608,Madison Apts,75.0,family,Radiant Prop Mgt,"691 Elizabeth Av, ste 2, Newark, NJ",Home - Radiant Property Management LLC,HUD,7514.0,(973) 345-9131
1608,Martin DePorres Village / Jackson Slater,143.0,family,Diocese of Paterson,"179 Baldwin Rd, Parsippany 07054",,HMFA,7501.0,(973) 881-8022
1608,Mott School Apts,3.0,family,,,,tax credit,7501.0,(973) 529-1569
1608,N 1st St Apts / Paterson Hope 98 urban renewal,7.0,family,Roizman Development,"822 Germantown Pike, ste 5 Plymouth Meeting PA 19462",,tax credit,7522.0,(973) 942-8521
1608,Nathan Barnert Residence,96.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7524.0,(973) 345-5080
1608,New Beginnings,14.0,,,,,MtL,,nan nan
1608,New Community supportive housing,15.0,special,New Community Corp,"32 Spruce St, Paterson 07501",Contact Us | Send Message | NJCDC,tax credit,7522.0,(973) 413-1600
1608,Parks Crossing at Freedom Village,63.0,age,Pennrose Properties,"One Brewery Park, 1301 N 31st St, Phila 19121",,PHA,7501.0,nan nan
1608,Paterson Arms / Esperanza Homes,6.0,family,Marzulli Realty,"264 Belleville Av, Bloomfield 07003",MARZULLI.COM,HMFA,7505.0,(973) 743-2300
1608,Paterson Commons ,10.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",Paterson Commons I - The Alpert Group,tax credit,7501.0,(201) 886-7800
1608,Paterson group home,3.0,age,SERV Behavioral Health Systems / CIFA,"20 Scotch Rd, Ewing 08628",Home (servbhs.org),HUD,7502.0,(973) 595-6217
1608,Paterson Habitat for Humanity,28.0,family,Paterson Habitat for Humanity,"146 N 1st St, Paterson 07522",,MtL,7522.0,(973) 595-6868
1608,Paterson YMCA SRO Apts / homeless shelter,100.0,special,,,,MtL,,(973) 684-2320
1608,PCA Investments LLC,6.0,family,Marzulli Real Estate,"264 Belleville Av, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HUD,7504.0,(973) 743-2306
